Sentence	True	Predicted
oh	O	O

sorry	O	O

..	O	O

Pepsi	B-ORGANISATION	O

ka	O	O

ad	O	O

tha	O	O

.	O	O

#IndvsPak	O	O

#CWC15	O	O

		

:D	O	O

eating	O	O

dinner	O	O

with	O	O

friends	O	O

at	O	O

Mansarovar	B-PLACE	O

Food	I-PLACE	O

Plaza	I-PLACE	O

Bokaro	B-PLACE	O

Steel	I-PLACE	O

City	I-PLACE	O

http://t.co/eEvw3L1Ufj	O	O

		

RT	O	O

@MuhammadHasanAz	O	O

:	O	O

Zeher	O	O

vekh	O	O

k	O	O

peeta	O	O

te	O	O

ki	O	O

pita	O	O

Ishq	O	O

soch	O	O

k	O	O

keeta	O	O

te	O	O

ki	O	O

kita	O	O

Dil	O	O

de	O	O

k	O	O

dil	O	O

len	O	O

di	O	O

aas	O	O

rakhi	O	O

Pyar	O	O

wi	O	O

lalach	O	O

naal	O	O

kita	O	O

te	O	O

k	O	O

		

BLESSED	O	O

MAHASHIVRATRI	O	O

..........	O	O

OM	O	O

NAMAH	O	O

SHIVAI	B-PERSON	O

https://t.co/RRJZfLpZiE	O	O

		

@i_KiranBukhari	O	O

Krishna	B-PERSON	O

(	O	O

Future	O	O

)	O	O

ki	O	O

Dua	O	O

di	O	O

he	O	O

Bacha&Today	O	O

is	O	O

#MahaShivratri	O	O

and	O	O

krishna	B-PERSON	O

g	O	O

kehte	O	O

hn	O	O

Is	O	O

din	O	O

Varat	O	O

krne	O	O

se	O	O

Acha	O	O

Pati	O	O

mlta	O	O

he	O	O

		

More	O	O

than	O	O

Rahul	B-PERSON	O

Gandhi	I-PERSON	O

..	O	O

more	O	O

than	O	O

Sonia	B-PERSON	O

Gandhi	I-PERSON	O

..	O	O

more	O	O

than	O	O

Sitaram	B-PERSON	B-PERSON

Yechury	I-PERSON	I-PERSON

..	O	O

more	O	O

than	O	O

P	B-PERSON	O

Chidambaram	I-PERSON	O

........	O	O

https://t.co/tCaqVYx3Yt	O	O

		

Question-	O	O

""""	O	O

#MahaShivratri	O	O

kyu	O	O

manate	O	O

hai	O	O

?	O	O

""""	O	O

Alia-	O	O

""""	O	O

Simple	O	O

,	O	O

kyo	O	O

ki	O	O

aaj	O	O

ki	O	O

raat	O	O

Shivji	B-PERSON	O

ka	O	O

birth	O	O

hua	O	O

tha	O	O

.	O	O

""""	O	O

		

RT	O	O

@skjbolly	O	O

:	O	O

whatever	O	O

I	O	O

do	O	O

Ill	O	O

maintain	O	O

the	O	O

dignity	O	O

of	O	O

my	O	O

part	O	O

as	O	O

Mahadev	B-PERSON	O

:	O	O

#MohitRaina	O	O

#devonkedevmahadev	O	O

http://t.co/QDSWmHBOQB	O	O

		

RT	O	O

@DarrKeAage	O	O

:	O	O

Main	O	O

banunga	O	O

ji	O	O

Goodwill	O	B-PERSON

Ambassador	O	I-PERSON

.	O	O

https://t.co/A7iQdAqrxY	O	O

		

@yrf	O	O

1	O	O

)	O	O

Tujhe	O	O

dekha	O	O

to	O	O

ye	O	O

Jana	O	B-PLACE

sanam-DDLJ	O	O

2	O	O

)	O	O

Main	O	O

yaha	O	O

hoon-	O	O

veer	O	O

zaara	O	O

3	O	O

)	O	O

Chand	O	O

ne	O	O

kuch	O	O

kaha-	O	O

DTPH	O	O

#SRKkaFAN	O	O

		

Hi	O	O

im	O	O

Rahul	B-PERSON	O

Stumping	O	O

miss	O	O

karta	O	O

hun	O	O

har	O	O

game	O	O

me	O	O

Naam	O	O

to	O	O

suna	O	O

hoga	O	O

?	O	O

#RCBvRPS	O	O

#IPL	O	O

		

RT	O	O

@AfsanaMeet	O	O

:	O	O

@Gurmeetramrahim	O	O

#PiousBhandara	O	O

wow	O	O

nanu	O	O

papa	O	O

		

Aaj	O	O

Pakistan	B-PLACE	O

ka	O	O

Breaking	O	O

news	O	O

""""	O	O

India	B-PLACE	O

ne	O	O

Pakistan	B-PLACE	O

Pe	O	O

Kiya	O	O

Hamla	O	O

11	O	O

dead	O	O

and	O	O

4	O	O

injured	O	O

""""	O	O

#CWCFantasy	O	O

#IndVsPak	O	O

#MyTeamMyWorldCup	O	O

		

Ball	O	O

pakistaniyo	O	O

ne	O	O

maari	O	O

,	O	O

galat	O	O

decisions	O	O

#India	O	O

ko	O	O

diye	O	O

!	O	O

Nt	O	O

done	O	O

#umpire	O	O

!!	O	O

#IndiaVsPak	O	O

#AsiaCupT20	O	O

		

@LawmanPg3	O	O

#StalkTheStars	O	O

Tanuj	B-PERSON	O

Virawani	I-PERSON	O

plays	O	O

role	O	O

of	O	O

Urvil	O	O

2	O	O

		

I	O	O

liked	O	O

a	O	O

@YouTube	O	O

video	O	O

from	O	O

@zeemusiccompany	O	O

https://t.co/vuy2mRQtxX	O	O

Yeh	O	O

Fitoor	O	O

Mera	O	O

|	O	O

Fitoor	O	O

|	O	O

Aditya	B-PERSON	O

Roy	I-PERSON	O

Kapur	I-PERSON	O

,	O	O

Katrina	B-PERSON	B-PERSON

Kaif	I-PERSON	I-PERSON

|	O	O

		

Rana	B-PERSON	O

Daggubati	I-PERSON	O

to	O	O

Romance	O	O

Kajal	B-PERSON	O

Aggarwal	I-PERSON	O

II	O	O

Latest	O	O

Telugu	O	O

Film	O	O

News	O	O

Updates	O	O

Gossips	O	O

:	O	O

https://t.co/NL0Yh5eFkv	O	O

via	O	O

@YouTube	O	O

		

media	O	O

is	O	O

wonderful	O	O

.	O	O

aaj	O	O

@BJPRajnathSingh	O	O

ke	O	O

ghar	O	O

meeting	O	O

hai	O	O

or	O	O

@narendramodi	O	O

nahi	O	O

ja	O	O

rahe	O	O

par	O	O

media	O	O

#RahulOnLeave	O	O

par	O	O

charch	O	O

kar	O	O

rahe	O	O

		

feeling	O	O

excited	O	O

at	O	O

Sonadanga	B-PLACE	O

R/A	O	O

,	O	O

Khulna	O	O

https://t.co/GXRmupNL7S	O	O

		

@reddyvpr	O	O

CORRECT	O	O

...	O	O

Well	O	O

said	O	O

..	O	O

REMOVE	O	O

SUBSIDIARIES	O	O

before	O	O

you	O	O

harp	O	O

on	O	O

SUBSIDIES	O	O

..	O	O

#SuperBudget	O	O

#TamilNadu	O	O

#AIADMK	O	O

#AyuthaEzhuthu	O	O

		

@anandibenpatel	O	O

@BJPGujarat	O	O

Thank	O	O

you	O	O

dear	O	O

Madam	O	O

for	O	O

giving	O	O

us	O	O

beautuful	O	O

gift	O	O

of	O	O

K	B-PLACE	O

.	I-PLACE	O

K	I-PLACE	O

.	I-PLACE	O

Nagar	I-PLACE	O

""""	O	O

RCC	B-PLACE	O

road	I-PLACE	O

""""	O	O

(	O	O

Ghatlodia	B-PLACE	O

)	O	O

,	O	O

its	O	O

a	O	O

line	O	O

of	O	O

Growth	O	O

!!	O	O

		

Uttarakhand	B-PLACE	O

HC	O	O

dismisses	O	O

plea	O	O

of	O	O

9	O	O

rebel	O	O

Congress	B-ORGANISATION	O

MLAs	O	O

challenging	O	O

their	O	O

disqualification	O	O

https://t.co/kOhvxsareg	O	O

https://t.co/AIUmIM4ihS	O	O

		

RT	O	O

@ndtvfeed	O	O

:	O	O

In	O	O

Asaduddin	B-PERSON	O

Owaisi's	I-PERSON	O

Bihar	B-PLACE	O

War	O	O

Cry	O	O

,	O	O

A	O	O

Worry	O	O

For	O	O

Anti-BJP	B-ORGANISATION	O

Alliance	I-ORGANISATION	O

http://t.co/fmpef6JxAk	O	O

		

#Happy	O	O

#MahaShivratri	O	O

to	O	O

#Everyone	O	O

feeling	O	O

Hara	O	O

Hara	O	O

Mahadev	B-PERSON	O

		

Ashutosh	B-PERSON	O

:	O	O

India	B-PLACE	O

lost	O	O

in	O	O

the	O	O

city	O	O

of	O	O

RSS	B-ORGANISATION	O

(	O	O

Nagpur	B-PLACE	O

)	O	O

.	O	O

Modi	B-PERSON	O

must	O	O

explain	O	O

this	O	O

#IndvsNZ	O	O

ry	O	O

created	O	O

#AAPSweep	O	O

		

RT	O	O

@gauravgarg1903	O	O

:	O	O

@scotchism	O	O

@ANI_news	O	O

prashant	B-PERSON	O

kishor	I-PERSON	O

ne	O	O

2	O	O

saal	O	O

pehle	O	O

script	O	O

pakda	O	O

di	O	O

thi	O	O

.	O	O

aaj	O	O

tak	O	O

vahi	O	O

pel	O	O

rahe	O	O

h	O	O

pm	O	O

sahib	O	O

.	O	O

		

RT	O	O

@sardesairajdeep	O	O

:	O	O

If	O	O

you	O	O

praise	O	O

@smritiirani	O	O

speech	O	O

,	O	O

you	O	O

are	O	O

'	O	O

patriotic	O	O

'	O	O

;	O	O

if	O	O

you	O	O

question	O	O

you	O	O

are	O	O

'	O	O

anti	O	O

national'!!	O	O

Hallelujah	O	O

!	O	O

Have	O	O

a	O	O

g	O	O

		

RT	O	O

@sureshnakhua	O	O

:	O	O

#MahaShivRatri	O	O

108	O	O

Names	O	O

of	O	O

Lord	O	O

Shiva	B-PERSON	O

76	O	O

.	O	O

-	O	O

Mahasenajanaka	O	O

-	O	O

Father	O	O

Of	O	O

Kartikya	B-PERSON	O

#	O	O

		

Azaadi	O	O

??	O	O

Are	O	O

you	O	O

inspired	O	O

by	O	O

Kanhaiya	B-PERSON	O

Kumar	I-PERSON	O

?	O	O

https://t.co/Rj28tmp5oQ	O	O

		

RT	O	O

@mrbhavinvyas	O	O

:	O	O

Bakrana	B-PLACE	O

village	O	O

is	O	O

adopted	O	O

by	O	O

SHRI	O	O

Advaniji	B-PERSON	O

in	O	O

adarsh	O	O

gram	O	O

yojna	O	O

@bhav2406	O	O

@ANIMESHSONI_09	O	O

@pankajshuklabjp	O	O

@kunj_desai	O	O

@	O	O

		

Will	O	O

Modi	B-PERSON	O

and	O	O

Manohar	B-PERSON	B-PERSON

Parrikar	I-PERSON	I-PERSON

apologize	O	O

to	O	O

nation	O	O

for	O	O

fake	O	O

Pak	B-PLACE	O

Boat	O	O

?	O	O

#MahaShivratri	O	O

Vyapam	O	O

#BANvsAFG	O	O

Pakistan	B-PLACE	B-PERSON

Verna	O	I-PERSON

#	O	O

Mumbai	B-PLACE	O

		

MerryXmas	O	O

From	O	O

TeamShivaay	O	O

bas	O	O

diwali	O	O

2016	O	O

ka	O	O

wait	O	O

hai	O	O

		

@imjadeja	O	O

sirji	O	O

aap	O	O

toh	O	O

cha	O	O

gaye	O	O

!!	O	O

Kya	O	O

khela	O	O

apne	O	O

!!	O	O

Proud	O	O

of	O	O

you	O	O

#IndvsPak	O	O

		

RT	O	O

@MaheishGirri	O	O

:	O	O

Supreme	O	O

sacrifice	O	O

of	O	O

Sikh	O	B-PERSON

Gurus	O	I-PERSON

to	O	O

d	O	O

nation	O	O

disgraced	O	O

!!	O	O

@ArvindKejriwal	O	O

supports	O	O

killer	O	O

Aurangzeb	B-PERSON	O

#ShameOnKejriwal	O	O

https	O	O

:	O	O

		

RT	O	O

@IndoriGaurav	O	O

:	O	O

She	O	O

:	O	O

-	O	O

kya	O	O

kar	O	O

rahe	O	O

ho	O	O

He	O	O

:	O	O

-	O	O

dahi	O	O

jama	O	O

raha	O	O

hu	O	O

She	O	O

:	O	O

-	O	O

kab	O	O

tak	O	O

jamate	O	O

rahoge	O	O

He	O	O

:	O	O

-	O	O

aggar	O	O

tum	O	O

mil	O	O

jaao	O	O

""""	O	O

jamana	O	O

chod	O	O

denge	O	O

hu	O	O

		

RT	O	O

@gurruchoudhary	O	O

:	O	O

Thanx	O	O

mere	O	O

bhai	O	O

@lostboy54	O	O

https://t.co/vFFhg5jAVK	O	O

		

@AnkitFearless	O	O

yes	O	O

vipul	B-PERSON	O

shah	I-PERSON	O

pagal	O	O

ho	O	O

Gaya	O	O

		

Happy	O	O

Maha	O	O

Shivratri	O	O

...	O	O

Om	O	O

Namah	O	O

Shivavye	O	O

#MahaShivratri	O	O

		

#modi	O	O

saying	O	O

sholay	O	O

dialogue	O	O

""""	O	O

yeh	O	O

rahulbaba	B-PERSON	O

kaha	O	O

hai	O	O

bhai	O	O

""""	O	O

#RahulOnLeave	O	O

http://t.co/MFB5utZh3M	O	O

""""	O	O

		

@takshak_speaks	O	O

vo	O	O

deactivate	O	O

kar	O	O

k	O	O

bhag	O	O

gyi	O	O

..	O	O

:(	O	O

		

RT	O	O

@2806anu	O	O

:	O	O

@puspraj	O	O

tumhari	O	O

bae	O	O

ke	O	O

liye	O	O

flowers	O	O

https://t.co/G5YwFOd5ao	O	O

		

Shoaib	B-PERSON	O

Akhtar	I-PERSON	O

to	O	O

@SrBachchan	O	O

,	O	O

sir	O	O

aap	O	O

jawani	O	O

mai	O	O

cricket	O	O

khele	O	O

hai	O	O

,	O	O

to	O	O

aap	O	O

bowler	O	O

the	O	O

ya	O	O

batsman	O	O

@msarosh	O	O

#IndvsPak	O	O

		

@TandonRaveena	O	O

@BeingSalmanKhan	O	O

tumse	O	O

jo	O	O

dekhte	O	O

hi	O	O

.	O	O

...	O	O

kabhi	O	O

charniroad	O	O

,	O	O

kabhi	O	O

...	O	O

was	O	O

lovely	O	O

...	O	O

		

RT	O	O

AAP_Najafgarh	B-ORGANISATION	O

""""	O	O

RT	O	O

HasanSafin	B-PERSON	O

:	O	O

Disgusting	O	O

!	O	O

BJP	B-ORGANISATION	O

MP	O	O

Vitthal	B-PERSON	B-PERSON

Radadiya	I-PERSON	I-PERSON

from	O	O

Gujarat	B-PLACE	O

kicks	O	O

an	O	O

old	O	O

man	O	O

in	O	O

a	O	O

public	O	O

p	O	O

https://t.co/cjd7LXE4JR	O	O

""""	O	O

		

@realmadriden	O	O

@Sadafawanvk	O	O

@Cristiano	O	O

@realmadrid	O	O

kisko	O	O

pyar	O	O

karti	O	O

ho	O	O

CR7	B-PERSON	O

or	O	O

Virat	B-PERSON	O

kohli	I-PERSON	O

decide	O	O

karlo	O	O

		

RT	O	O

@IndiaHistorypic	O	O

:	O	O

Trimbakeshwar	B-PLACE	B-PLACE

Shiva	I-PLACE	I-PLACE

Temple	I-PLACE	I-PLACE

,	O	O

Nashik	B-PLACE	O

,	O	O

one	O	O

of	O	O

12	O	O

Jyotirlingas	O	O

#Mahashivratri	O	O

#OM	O	O

#NAMAH	O	O

#SHIVAAY	O	O

http://t.co/utIOkqf5Ey	O	O

		

RT	O	O

@mrbhavinvyas	O	O

:	O	O

#Danilimbda	O	O

ward	O	O

sangathan	O	O

Bethak	O	O

@ANIMESHSONI_09	O	O

@bhav2406	O	O

@bhattkaran83	O	O

@iambmane	O	O

@pg27693	O	O

@hbparmar211	O	O

http://t.co/cOz	O	O

		

RT	O	O

@DiljotInsan	O	O

:	O	O

@Gurmeetramrahim	O	O

ji	O	O

.	O	O

#DSSFoundationDay	O	O

Awesome	O	O

Bhandara	O	O

Thanku	O	O

so	O	O

much	O	O

Itnya	O	O

khushiya	O	O

dene	O	O

k	O	O

liye	O	O

ji	O	O

.	O	O

@insan_honey	O	O

https	O	O

		

A	O	O

historic	O	O

day	O	O

in	O	O

Indian	O	O

politics	O	O

Chal	O	O

Gayee	O	O

jhaadoo	O	O

Mit	O	O

gaya	O	O

phool	O	O

Modi	B-PERSON	O

pooche	O	O

shah	B-PERSON	O

se	O	O

Chote	O	O

kya	O	O

ho	O	O

gayee	O	O

Bhool	O	O

???	O	O

#DelhiDecides	O	O

		

Mahashivratri	O	O

Hindi	O	O

SMS	O	O

Wishes	O	O

,	O	O

Shiv	B-PERSON	O

ki	O	O

mahima	O	O

http://t.co/wpqT0SDAfI	O	O

		

@niksy21	O	O

india	B-PLACE	O

baap	O	O

hai	O	O

n	O	O

dono	O	O

nalayak	O	O

aulad	O	O

huyi	O	O

pak	O	O

n	O	O

b'desh	O	O

.	O	O

		

@raghav_chadha	O	O

Beta	O	O

confront	O	O

ka	O	O

bahut	O	O

shauk	O	O

hai	O	O

na	O	O

.	O	O

sochte	O	O

ho	O	O

tumhaare	O	O

alawa	O	O

sab	O	O

chor	O	O

hai	O	O

?	O	O

Ab	O	O

5	O	O

saal	O	O

tak	O	O

confront	O	O

hi	O	O

hoga	O	O

.	O	O

Le	O	O

lo	O	O

apni	O	O

		

@Gurmeetramrahim	O	O

#MustWatchMSG	O	O

Thank	O	O

you	O	O

papaji	O	O

bhut	O	O

ghant	O	O

lage	O	O

rahe	O	O

ho	O	O

		

#BecauseOfTwitter	O	O

i	O	O

could	O	O

interact	O	O

with	O	O

my	O	O

childhood	O	O

loves	O	O

@iHrithik	O	O

@iamsrk	O	O

and	O	O

my	O	O

jawaani	O	O

wale	O	O

loves	O	O

@Varun_dvn	O	O

@aliaa08	O	O

		

Naare	O	O

ki	O	O

gunj	O	O

ne	O	O

theatres	O	O

meun	O	O

sachkhand	O	O

le	O	O

nazare	O	O

dikha	O	O

diye	O	O

.	O	O

It	O	O

was	O	O

ossum	O	O

feeling	O	O

#MustWatchMSG	O	O

		

RT	O	O

@ImranKhanPTI	O	O

:	O	O

Strongly	O	O

condemn	O	O

the	O	O

murder	O	O

of	O	O

rights	O	O

activist	O	O

Khurram	B-PERSON	B-PERSON

Zaki	I-PERSON	I-PERSON

in	O	O

Karachi	B-PLACE	B-PLACE

.	O	O

Shameful	O	O

reflection	O	O

of	O	O

the	O	O

state	O	O

of	O	O

law	O	O

and	O	O

order	O	O

		

Audio	O	O

:	O	O

Astrologer	O	O

Sidharth	B-PERSON	O

On	O	O

Mahashivratri	O	O

with	O	O

RJ	O	O

Rohit	B-PERSON	O

as	O	O

big	O	O

jyotish	O	O

guru	O	O

@	O	O

92.7	B-ORGANISATION	O

Big	I-ORGANISATION	O

FM	I-ORGANISATION	O

http://t.co/D4hOflTD78	O	O

		

RT	O	O

@SirJadeja	O	O

:	O	O

Sachin	B-PERSON	O

Tendulkar	I-PERSON	O

Can	O	O

Be	O	O

Replaced	O	O

By	O	O

Virat	B-PERSON	O

Kohli	I-PERSON	O

.	O	O

But	O	O

No	O	O

One	O	O

Can	O	O

Ever	O	O

Replace	O	O

MS	B-PERSON	O

Dhoni	I-PERSON	O

.	O	O

RT	O	O

If	O	O

You	O	O

Agree	O	O

.	O	O

#IndvsBan	O	O

#BANvsI	O	O

		

thats	O	O

mauke	O	O

pe	O	O

chauka	O	O

...	O	O

now	O	O

no	O	O

more	O	O

mauka	O	O

mauka	O	O

ads	O	O

:p	O	O

#indvssa	O	O

#cwc15	O	O

		

Ek	O	O

Aur	O	O

watching	O	O

items	O	O

at	O	O

Qutub	B-PLACE	O

Minar	I-PLACE	O

https://t.co/c4rHmwPLwF	O	O

		

@Keisar_	O	O

#RailBudget2015	O	O

should	O	O

ensure	O	O

only	O	O

Veg	O	B-PERSON

Food	O	I-PERSON

...	O	O

Non-Veg	O	O

chaihye	O	O

ghar	O	O

se	O	O

laooo	O	O

!	O	O

@faiezakhan	O	O

		

MahaBJP	B-ORGANISATION	O

:	O	O

RT	O	O

vidyutkaji	B-PERSON	O

:	O	O

MahaBJP	B-ORGANISATION	O

narendramodi	B-PERSON	O

truth	O	O

against	O	O

fiction	O	O

Tau	O	O

jantermantar	B-PLACE	O

shd	O	O

know	O	O

on	O	O

#LandAcquisitionBill	O	O

#Modisarkar	O	O

		

Last	O	O

me	O	O

humesha	O	O

kyu	O	O

gadbada	O	O

deta	O	O

hai	O	O

...	O	O

Hayeee	O	O

...	O	O

		

Wht	O	O

is	O	O

#Budget2015	O	O

Agar	O	O

Ache	O	O

Din	O	O

Ase	O	O

hote	O	O

hai	O	O

to	O	O

Hume	O	O

Bure	O	O

Din	O	O

Me	O	O

rahene	O	O

dete	O	O

.	O	O

		

Beta	O	O

aapse	O	O

na	O	O

ho	O	O

paega	O	O

!	O	O

patake	O	O

OLX	B-ORGANISATION	O

pe	O	O

bech	O	O

do	O	O

!!!!	O	O

#IndVsPak	O	O

		

RT	O	O

@iVeronicaDani	O	O

:	O	O

Lets	O	O

see	O	O

what	O	O

SureshPrabhu	B-PERSON	B-ORGANISATION

has	O	O

in	O	O

store	O	O

for	O	O

railways	O	O

.	O	O

Ab	O	O

Prabhu	O	O

bharose	O	O

railways	B-ORGANISATION	O

saathiyoon	O	O

.	O	O

#RailBudget2015	O	O

#PrabhuKi	O	O

		

No	O	O

,	O	O

No	O	O

.	O	O

Upen	B-PERSON	B-PERSON

Patel	I-PERSON	I-PERSON

,	O	O

Karishma	B-PERSON	B-PERSON

Tanna	I-PERSON	I-PERSON

'	O	O

Aren't	O	O

Splitting	O	O

Up	O	O

'	O	O

After	O	O

All	O	O

:	O	O

Upen	B-PERSON	O

and	O	O

Karishma	B-PERSON	O

met	O	O

on	O	O

the	O	O

se	O	O

...	O	O

https://t.co/ujZOxvKdt8	O	O

via	O	O

@ndtv	O	O

		

Britain	B-PLACE	O

First	O	O

leader	O	O

turns	O	O

his	O	O

back	O	O

on	O	O

Sadiq	B-PERSON	O

Khan	I-PERSON	O

during	O	O

mayor	O	O

s	O	O

acceptance	O	O

speech	O	O

:	O	O

The	O	O

move	O	O

has	O	O

co	O	O

...	O	O

https://t.co/XliOUtjc6m	O	O

#etribune	O	O

		

@Gurmeetramrahim	O	O

#MSGdedicatesAwardToGuruji	O	O

wow	O	O

congratulations	O	O

guru	O	O

ji	O	O

		

@Gurmeetramrahim	O	O

papa	O	O

ji	O	O

m	O	O

b	O	O

krugi	O	O

blood	O	O

donet	O	O

or	O	O

motivet	O	O

b	O	O

krugi	O	O

blood	O	O

k	O	O

liy	O	O

#MSGmissionHumanity	O	O

sbko	O	O

		

Yeh	O	O

gori	O	O

kudi	O	O

ki	O	O

#Gharwapasi	O	O

karwao	O	O

.	O	O

Next	O	O

time	O	O

she	O	O

will	O	O

cheer	O	O

for	O	O

India	B-PLACE	O

too	O	O

;)	O	O

#IndvsSA	O	O

http://t.co/Z9UlUgUrbW	O	O

		

#RailBudget2015	O	O

plz	O	O

PRABHU	B-PERSON	O

1	O	O

,	O	O

2	O	O

memo	O	O

train	O	O

for	O	O

LKO	B-PLACE	O

TO	O	O

ALD	B-PLACE	O

vie	O	O

UNCHAHAR	B-PLACE	O

		

Boys	O	O

are	O	O

boys	O	O

;	O	O

will	O	O

make	O	O

mistakes	O	O

like	O	O

rape	O	O

,	O	O

murder	O	O

drugs	O	O

.	O	O

Now	O	O

you	O	O

imagine	O	O

Mulayam	B-PERSON	O

is	O	O

a	O	O

boy	O	O

;	O	O

raping	O	O

&	O	O

murdering	O	O

the	O	O

national	O	O

fabric	O	O

		

Deepika	B-PERSON	B-PERSON

Padukone	I-PERSON	I-PERSON

finds	O	O

a	O	O

new	O	O

admirer	O	O

in	O	O

the	O	O

Hollywood	O	O

hairstylist	O	O

Adir	B-PERSON	B-PERSON

Abergel	I-PERSON	I-PERSON

:	O	O

There	O	O

is	O	O

hardly	O	O

...	O	O

https://t.co/mgl35cioT7	O	O

#TheIrfanism	O	O

		

Dilwale	O	O

Trailer	O	O

-	O	O

Kajol	B-PERSON	O

,	O	O

Shah	B-PERSON	O

Rukh	I-PERSON	O

Khan	I-PERSON	O

,	O	O

Varun	B-PERSON	O

Dhawan	I-PERSON	O

,	O	O

Kriti	B-PERSON	B-PERSON

Sanon	I-PERSON	I-PERSON

-	O	O

A	O	O

Rohit	B-PERSON	O

Shetty	I-PERSON	O

Film	O	O

https://t.co/uhVlkYaENy	O	O

		

RT	O	O

AAP_Najafgarh	B-ORGANISATION	O

""""	O	O

RT	O	O

NavbharatTimes	B-ORGANISATION	O

:	O	O

neeerajbadhwar	O	O

,	O	O

...	O	O

#Vi	O	O

https://t.co/0Nz3pd4cV3	O	O

""""	O	O

		

@Shreela22	O	O

@InshaMalik_1	O	O

tu	O	O

bhi	O	O

bta	O	O

de	O	O

apna	O	O

shree	O	O

;)	O	O

		

@rehaankmr	O	O

There	O	O

are	O	O

some	O	O

lying	O	O

in	O	O

Karachi	B-PLACE	O

woh	O	O

bhi	O	O

laa	O	O

ke	O	O

phod	O	O

sakte	O	O

hain	O	O

because	O	O

they	O	O

may	O	O

never	O	O

get	O	O

a	O	O

chance	O	O

#IndvsSA	O	O

		

@Gurmeetramrahim	O	O

Plz	O	O

bless	O	O

me	O	O

pita	O	O

ji	O	O

https://t.co/VpoLcYQ58H	O	O

		

RT	O	O

@BrokenCricket	O	O

:	O	O

Virat	B-PERSON	B-PERSON

Kohli	I-PERSON	I-PERSON

:	O	O

Reaches	O	B-PERSON

Century	O	I-PERSON

..	O	O

Reaches	O	B-PERSON

6000	O	O

T20	O	O

Runs	O	O

..	O	O

Reaches	O	O

every	O	O

Cricket	O	O

fans	O	O

heart	O	O

..	O	O

		

ModiBharosa	O	O

#UHF	O	O

RT	O	O

DeshKaSutradhar	O	O

:	O	O

Facts	O	O

you	O	O

should	O	O

know	O	O

about	O	O

RailMinIndia	B-ORGANISATION	B-ORGANISATION

#RailBudget2015	O	O

http://t.co/3hzxzx4wXr	O	O

		

RT	O	O

@vijai63	O	O

:	O	O

When	O	O

@ArvindKejriwal	O	O

is	O	O

brand	O	O

ambassador	O	O

of	O	O

Airtel	B-ORGANISATION	O
